"","zipcode","Date","PROPERTY.TYPE","ADDRESS","CITY","ZIP","ZIP.OR.POSTAL.CODE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","LATITUDE","LONGITUDE","Age","Num_Landfill","hospital_bed","School_Rank"
"10221",91342,"10/16/2017","Single Family Residential","13600 Charity Dr","Sylmar","CA",91342,597000,4,3,2505,10732,1986,942,34.3280269,-118.4301154,34,2,275,NA
"10222",91342,"10/16/2017","Single Family Residential","13600 Charity Dr","Sylmar","CA",91342,597000,4,3,2505,10732,1986,942,34.3280269,-118.4301154,34,1,275,NA
"10223",91342,"6/2/2017","Single Family Residential","15985 Filbert St","Sylmar","CA",91342,724100,4,3,2599,9133,2000,1078,34.3248248,-118.4835451,20,2,275,NA
"10224",91342,"6/2/2017","Single Family Residential","15985 Filbert St","Sylmar","CA",91342,724100,4,3,2599,9133,2000,1078,34.3248248,-118.4835451,20,1,275,NA
"10225",91342,"8/22/2017","Single Family Residential","13626 1/2 Dronfield Ave","Sylmar","CA",91342,608300,4,2,2019,167383,1993,997,34.3204564,-118.4518011,27,2,275,NA
"10226",91342,"8/22/2017","Single Family Residential","13626 1/2 Dronfield Ave","Sylmar","CA",91342,608300,4,2,2019,167383,1993,997,34.3204564,-118.4518011,27,1,275,NA
"10227",91342,"4/24/2018","Single Family Residential","13160 La Tierra Way","Sylmar","CA",91342,617000,4,2.5,1842,3589106,2001,752,34.3113828,-118.4043226,19,2,275,NA
"10228",91342,"4/24/2018","Single Family Residential","13160 La Tierra Way","Sylmar","CA",91342,617000,4,2.5,1842,3589106,2001,752,34.3113828,-118.4043226,19,1,275,NA
"10229",91342,"6/6/2017","Single Family Residential","12632 Herron St","Sylmar","CA",91342,853200,4,3,2758,11329,1987,1074,34.3272822,-118.4083918,33,2,275,NA
"10230",91342,"6/6/2017","Single Family Residential","12632 Herron St","Sylmar","CA",91342,853200,4,3,2758,11329,1987,1074,34.3272822,-118.4083918,33,1,275,NA
"10231",91342,"11/9/2017","Single Family Residential","15190 Cobalt St","Sylmar","CA",91342,736400,4,2,1991,21924,1905,918,34.3130481,-118.4627866,115,2,275,NA
"10232",91342,"11/9/2017","Single Family Residential","15190 Cobalt St","Sylmar","CA",91342,736400,4,2,1991,21924,1905,918,34.3130481,-118.4627866,115,1,275,NA
"10233",91342,"3/12/2018","Single Family Residential","13374 Los Olivos Rd","Sylmar","CA",91342,732500,4,3,2907,7789,2006,795,34.3152099,-118.4695391,14,2,275,NA
"10234",91342,"3/12/2018","Single Family Residential","13374 Los Olivos Rd","Sylmar","CA",91342,732500,4,3,2907,7789,2006,795,34.3152099,-118.4695391,14,1,275,NA
"10235",91342,"3/13/2018","Single Family Residential","13075 Kismet Ave","Sylmar","CA",91342,503800,4,2,1758,7536,1962,794,34.3075982,-118.4175197,58,2,275,NA
"10236",91342,"3/13/2018","Single Family Residential","13075 Kismet Ave","Sylmar","CA",91342,503800,4,2,1758,7536,1962,794,34.3075982,-118.4175197,58,1,275,NA
"10237",91342,"1/17/2019","Single Family Residential","12101 Van Nuys Blvd #11","Sylmar","CA",91342,590400,4,3,2349,284492,2007,484,34.2860197,-118.3966274,13,2,275,NA
"10238",91342,"1/17/2019","Single Family Residential","12101 Van Nuys Blvd #11","Sylmar","CA",91342,590400,4,3,2349,284492,2007,484,34.2860197,-118.3966274,13,1,275,NA
"10239",91342,"9/15/2019","Single Family Residential","13937 Nurmi St","Sylmar","CA",91342,801300,4,3.5,3329,12120,2019,243,34.3206281,-118.437225,1,2,275,NA
"10240",91342,"9/15/2019","Single Family Residential","13937 Nurmi St","Sylmar","CA",91342,801300,4,3.5,3329,12120,2019,243,34.3206281,-118.437225,1,1,275,NA
"10241",91342,"11/14/2018","Single Family Residential","13642 Gladstone Ave","Sylmar","CA",91342,973700,4,3,4262,29909,1930,548,34.3204696,-118.4390595,90,2,275,NA
"10242",91342,"11/14/2018","Single Family Residential","13642 Gladstone Ave","Sylmar","CA",91342,973700,4,3,4262,29909,1930,548,34.3204696,-118.4390595,90,1,275,NA
"10243",91342,"12/1/2017","Single Family Residential","13551 Village Ln","Sylmar","CA",91342,690800,4,3,2094,64903,2009,896,34.3178302,-118.4656661,11,2,275,NA
"10244",91342,"12/1/2017","Single Family Residential","13551 Village Ln","Sylmar","CA",91342,690800,4,3,2094,64903,2009,896,34.3178302,-118.4656661,11,1,275,NA
"10245",91342,"8/1/2018","Single Family Residential","13970 Mountain View Pl","Sylmar","CA",91342,736500,4,2.5,2714,561448,2001,653,34.3248218,-118.4126849,19,2,275,NA
"10246",91342,"8/1/2018","Single Family Residential","13970 Mountain View Pl","Sylmar","CA",91342,736500,4,2.5,2714,561448,2001,653,34.3248218,-118.4126849,19,1,275,NA
"10247",91342,"7/30/2018","Single Family Residential","13918 Mountain View Pl","Sylmar","CA",91342,770700,4,3,2714,561448,2001,655,34.3249727,-118.4122691,19,2,275,NA
"10248",91342,"7/30/2018","Single Family Residential","13918 Mountain View Pl","Sylmar","CA",91342,770700,4,3,2714,561448,2001,655,34.3249727,-118.4122691,19,1,275,NA
"10249",91342,"3/5/2018","Single Family Residential","13736 Aldergrove St","Sylmar","CA",91342,653400,4,2.5,2451,7500,1969,802,34.3264109,-118.4329675,51,2,275,NA
"10250",91342,"3/5/2018","Single Family Residential","13736 Aldergrove St","Sylmar","CA",91342,653400,4,2.5,2451,7500,1969,802,34.3264109,-118.4329675,51,1,275,NA
"10251",91342,"1/3/2019","Single Family Residential","11157 Sunburst St","Lakeview Terrace","CA",91342,754200,4,2,2293,9015,1964,498,34.2810266,-118.3747512,56,2,275,NA
"10252",91342,"1/3/2019","Single Family Residential","11157 Sunburst St","Lakeview Terrace","CA",91342,754200,4,2,2293,9015,1964,498,34.2810266,-118.3747512,56,1,275,NA
"10253",91342,"10/6/2017","Single Family Residential","10364 Kurt St","Sylmar","CA",91342,723600,4,3,2258,11232,1969,952,34.2778052,-118.3550978,51,2,275,NA
"10254",91342,"10/6/2017","Single Family Residential","10364 Kurt St","Sylmar","CA",91342,723600,4,3,2258,11232,1969,952,34.2778052,-118.3550978,51,1,275,NA
"10255",91342,"4/5/2018","Single Family Residential","12554 El Merrie Del Dr","Kagel Canyon","CA",91342,695000,4,2,1822,6573,1952,771,34.2957728,-118.3767142,68,2,275,NA
"10256",91342,"4/5/2018","Single Family Residential","12554 El Merrie Del Dr","Kagel Canyon","CA",91342,695000,4,2,1822,6573,1952,771,34.2957728,-118.3767142,68,1,275,NA
"10257",91342,"3/30/2018","Single Family Residential","11416 Orcas Ave","Lakeview Terrace","CA",91342,891100,4,2.75,2633,19797,1961,777,34.2772929,-118.367858,59,2,275,NA
"10258",91342,"3/30/2018","Single Family Residential","11416 Orcas Ave","Lakeview Terrace","CA",91342,891100,4,2.75,2633,19797,1961,777,34.2772929,-118.367858,59,1,275,NA
"10259",91342,"1/28/2019","Single Family Residential","10516 Foothill","Lakeview Terrace","CA",91342,704400,4,1.25,2120,24731,1955,473,34.2736257,-118.3596633,65,2,275,NA
"10260",91342,"1/28/2019","Single Family Residential","10516 Foothill","Lakeview Terrace","CA",91342,704400,4,1.25,2120,24731,1955,473,34.2736257,-118.3596633,65,1,275,NA
"10261",91342,"12/17/2018","Single Family Residential","11471 Cassara Ave","Lakeview Terrace","CA",91342,764600,4,3,2174,11075,1961,515,34.2787485,-118.3602343,59,2,275,NA
"10262",91342,"12/17/2018","Single Family Residential","11471 Cassara Ave","Lakeview Terrace","CA",91342,764600,4,3,2174,11075,1961,515,34.2787485,-118.3602343,59,1,275,NA
"10263",91342,"11/27/2019","Single Family Residential","15001 Westcliff Dr","Sylmar","CA",91342,640600,4,3,1830,12277,1995,170,34.2868317,-118.4584521,25,2,275,NA
"10264",91342,"11/27/2019","Single Family Residential","15001 Westcliff Dr","Sylmar","CA",91342,640600,4,3,1830,12277,1995,170,34.2868317,-118.4584521,25,1,275,NA
"10265",91342,"11/20/2017","Single Family Residential","14000 Raven St","Sylmar","CA",91342,626000,4,3,2072,6000,1967,907,34.3074696,-118.4379643,53,2,275,NA
"10266",91342,"11/20/2017","Single Family Residential","14000 Raven St","Sylmar","CA",91342,626000,4,3,2072,6000,1967,907,34.3074696,-118.4379643,53,1,275,NA
"10267",91342,"9/28/2018","Single Family Residential","13803 Aldergrove St","Sylmar","CA",91342,747000,4,3,2451,7475,1968,595,34.3267575,-118.4343593,52,2,275,NA
"10268",91342,"9/28/2018","Single Family Residential","13803 Aldergrove St","Sylmar","CA",91342,747000,4,3,2451,7475,1968,595,34.3267575,-118.4343593,52,1,275,NA
"10269",91342,"8/20/2019","Single Family Residential","13853 Aldergrove St","Sylmar","CA",91342,678600,4,2,2044,7494,1966,269,34.3267197,-118.435774,54,2,275,NA
"10270",91342,"8/20/2019","Single Family Residential","13853 Aldergrove St","Sylmar","CA",91342,678600,4,2,2044,7494,1966,269,34.3267197,-118.435774,54,1,275,NA
"10271",91342,"4/23/2018","Single Family Residential","12218 Edgecliff Ave","Sylmar","CA",91342,705300,4,3,2472,9970,1998,753,34.2935505,-118.4627182,22,2,275,NA
"10272",91342,"4/23/2018","Single Family Residential","12218 Edgecliff Ave","Sylmar","CA",91342,705300,4,3,2472,9970,1998,753,34.2935505,-118.4627182,22,1,275,NA
"10273",91342,"5/23/2018","Single Family Residential","14534 Village Way Dr","Sylmar","CA",91342,545600,4,3,1799,98445,2001,723,34.2929558,-118.4487898,19,2,275,NA
"10274",91342,"5/23/2018","Single Family Residential","14534 Village Way Dr","Sylmar","CA",91342,545600,4,3,1799,98445,2001,723,34.2929558,-118.4487898,19,1,275,NA
"10275",91342,"8/11/2017","Single Family Residential","13382 Los Olivos Rd","Sylmar","CA",91342,732000,4,3,2907,11684,2006,1008,34.315488,-118.4698585,14,2,275,NA
"10276",91342,"8/11/2017","Single Family Residential","13382 Los Olivos Rd","Sylmar","CA",91342,732000,4,3,2907,11684,2006,1008,34.315488,-118.4698585,14,1,275,NA
"10277",91342,"10/12/2018","Single Family Residential","14067 Bridle Ridge Rd","Sylmar","CA",91342,601900,4,3,2137,5870,1983,581,34.3220539,-118.4829976,37,2,275,NA
"10278",91342,"10/12/2018","Single Family Residential","14067 Bridle Ridge Rd","Sylmar","CA",91342,601900,4,3,2137,5870,1983,581,34.3220539,-118.4829976,37,1,275,NA
"10279",91342,"8/24/2018","Single Family Residential","12722 Amboy Ave","Sylmar","CA",91342,649000,4,3,2032,7495,1966,630,34.3013994,-118.4738733,54,2,275,NA
"10280",91342,"8/24/2018","Single Family Residential","12722 Amboy Ave","Sylmar","CA",91342,649000,4,3,2032,7495,1966,630,34.3013994,-118.4738733,54,1,275,NA
"10281",91342,"3/9/2018","Single Family Residential","15016 Crestknoll Dr","Sylmar","CA",91342,632300,4,3,1830,5185,1995,798,34.2876017,-118.459357,25,2,275,NA
"10282",91342,"3/9/2018","Single Family Residential","15016 Crestknoll Dr","Sylmar","CA",91342,632300,4,3,1830,5185,1995,798,34.2876017,-118.459357,25,1,275,NA
"10283",91342,"5/9/2018","Single Family Residential","15989 Filbert St","Sylmar","CA",91342,689600,4,3,2441,9784,2000,737,34.3246629,-118.4835566,20,2,275,NA
"10284",91342,"5/9/2018","Single Family Residential","15989 Filbert St","Sylmar","CA",91342,689600,4,3,2441,9784,2000,737,34.3246629,-118.4835566,20,1,275,NA
"10285",91342,"1/2/2019","Single Family Residential","14819 Bleeker St","Sylmar","CA",91342,671600,4,2,1866,9985,1956,499,34.2921527,-118.4537981,64,2,275,NA
"10286",91342,"1/2/2019","Single Family Residential","14819 Bleeker St","Sylmar","CA",91342,671600,4,2,1866,9985,1956,499,34.2921527,-118.4537981,64,1,275,NA
"10287",91342,"9/19/2018","Single Family Residential","12335 Ralston Ave","Sylmar","CA",91342,555100,4,3,1951,54351,2002,604,34.2944762,-118.4491858,18,2,275,NA
"10288",91342,"9/19/2018","Single Family Residential","12335 Ralston Ave","Sylmar","CA",91342,555100,4,3,1951,54351,2002,604,34.2944762,-118.4491858,18,1,275,NA
"10289",91342,"2/28/2018","Single Family Residential","13041 Gladstone Ave","Sylmar","CA",91342,816800,4,3,2616,22696,2017,807,34.3069304,-118.4242055,3,2,275,NA
"10290",91342,"2/28/2018","Single Family Residential","13041 Gladstone Ave","Sylmar","CA",91342,816800,4,3,2616,22696,2017,807,34.3069304,-118.4242055,3,1,275,NA
"10291",91342,"6/21/2017","Single Family Residential","13466 Almetz St","Sylmar","CA",91342,604000,4,2.5,1943,11546,1967,1059,34.32725,-118.4265558,53,2,275,NA
"10292",91342,"6/21/2017","Single Family Residential","13466 Almetz St","Sylmar","CA",91342,604000,4,2.5,1943,11546,1967,1059,34.32725,-118.4265558,53,1,275,NA
"10293",91342,"9/13/2018","Single Family Residential","13318 Senda De Hannah","Sylmar","CA",91342,520800,4,2.5,1766,3199,2010,610,34.3171421,-118.4445547,10,2,275,NA
"10294",91342,"9/13/2018","Single Family Residential","13318 Senda De Hannah","Sylmar","CA",91342,520800,4,2.5,1766,3199,2010,610,34.3171421,-118.4445547,10,1,275,NA
"10295",91342,"2/14/2019","Single Family Residential","13408 Azores Ave","Sylmar","CA",91342,668700,4,3,1899,7701,2000,456,34.3155317,-118.4300241,20,2,275,NA
"10296",91342,"2/14/2019","Single Family Residential","13408 Azores Ave","Sylmar","CA",91342,668700,4,3,1899,7701,2000,456,34.3155317,-118.4300241,20,1,275,NA
"10297",91342,"1/31/2018","Single Family Residential","13897 Eldridge Ave","Sylmar","CA",91342,771100,4,3,2652,8824,2008,835,34.32447,-118.4336292,12,2,275,NA
"10298",91342,"1/31/2018","Single Family Residential","13897 Eldridge Ave","Sylmar","CA",91342,771100,4,3,2652,8824,2008,835,34.32447,-118.4336292,12,1,275,NA
"10299",91342,"3/3/2020","Single Family Residential","14645 Tundra Dr","Sylmar","CA",91342,540000,4,2.5,1799,94124,2001,73,34.2947684,-118.4506309,19,2,275,NA
"10300",91342,"3/3/2020","Single Family Residential","14645 Tundra Dr","Sylmar","CA",91342,540000,4,2.5,1799,94124,2001,73,34.2947684,-118.4506309,19,1,275,NA
"10301",91342,"6/14/2017","Single Family Residential","13321 Avenida De Luka","Sylmar","CA",91342,513000,4,2.5,1766,4774,2010,1066,34.3168761,-118.4449204,10,2,275,NA
"10302",91342,"6/14/2017","Single Family Residential","13321 Avenida De Luka","Sylmar","CA",91342,513000,4,2.5,1766,4774,2010,1066,34.3168761,-118.4449204,10,1,275,NA
"10303",91342,"6/26/2019","Single Family Residential","13316 Senda De Hannah","Sylmar","CA",91342,507500,4,2.25,1766,3197,2010,324,34.3170734,-118.4444674,10,2,275,NA
"10304",91342,"6/26/2019","Single Family Residential","13316 Senda De Hannah","Sylmar","CA",91342,507500,4,2.25,1766,3197,2010,324,34.3170734,-118.4444674,10,1,275,NA
"10305",91342,"2/7/2020","Single Family Residential","13113 Mesa Verde Way","Sylmar","CA",91342,692500,4,3,3606,3589106,2001,98,34.3103695,-118.4068349,19,2,275,NA
"10306",91342,"2/7/2020","Single Family Residential","13113 Mesa Verde Way","Sylmar","CA",91342,692500,4,3,3606,3589106,2001,98,34.3103695,-118.4068349,19,1,275,NA
"10307",91342,"4/26/2019","Single Family Residential","13037 Mira Mar Dr Dr","Sylmar","CA",91342,592700,4,3,2360,3589106,2001,385,34.3125142,-118.4048629,19,2,275,NA
"10308",91342,"4/26/2019","Single Family Residential","13037 Mira Mar Dr Dr","Sylmar","CA",91342,592700,4,3,2360,3589106,2001,385,34.3125142,-118.4048629,19,1,275,NA
"10309",91342,"3/23/2018","Single Family Residential","10562 Kurt St","Sylmar","CA",91342,655200,4,3,1908,11410,1961,784,34.2779371,-118.3603709,59,2,275,NA
"10310",91342,"3/23/2018","Single Family Residential","10562 Kurt St","Sylmar","CA",91342,655200,4,3,1908,11410,1961,784,34.2779371,-118.3603709,59,1,275,NA
"10311",91342,"5/24/2018","Single Family Residential","13906 Lexicon Ave","Sylmar","CA",91342,760800,4,3,2924,7588,2002,722,34.325545,-118.428193,18,2,275,NA
"10312",91342,"5/24/2018","Single Family Residential","13906 Lexicon Ave","Sylmar","CA",91342,760800,4,3,2924,7588,2002,722,34.325545,-118.428193,18,1,275,NA
"10313",91342,"9/6/2017","Single Family Residential","13555 Fenton Ave","Sylmar","CA",91342,698600,4,3,2438,11011,1990,982,34.3181476,-118.4316669,30,2,275,NA
"10314",91342,"9/6/2017","Single Family Residential","13555 Fenton Ave","Sylmar","CA",91342,698600,4,3,2438,11011,1990,982,34.3181476,-118.4316669,30,1,275,NA
"10315",91342,"9/28/2018","Single Family Residential","13103 Cranston Ave","Sylmar","CA",91342,590400,4,3,2131,7582,1964,595,34.308229,-118.4156485,56,2,275,NA
"10316",91342,"9/28/2018","Single Family Residential","13103 Cranston Ave","Sylmar","CA",91342,590400,4,3,2131,7582,1964,595,34.308229,-118.4156485,56,1,275,NA
"10317",91342,"4/6/2020","Single Family Residential","15571 Sorbonne St","Sylmar","CA",91342,835000,4,2,2010,17502,1976,39,34.3210436,-118.4743752,44,2,275,NA
"10318",91342,"4/6/2020","Single Family Residential","15571 Sorbonne St","Sylmar","CA",91342,835000,4,2,2010,17502,1976,39,34.3210436,-118.4743752,44,1,275,NA
"10319",91342,"8/2/2017","Single Family Residential","11932 West Trl","Kagel Canyon","CA",91342,667800,4,3,2698,10255,1990,1017,34.2854513,-118.3769881,30,2,275,NA
"10320",91342,"8/2/2017","Single Family Residential","11932 West Trl","Kagel Canyon","CA",91342,667800,4,3,2698,10255,1990,1017,34.2854513,-118.3769881,30,1,275,NA
"10321",91342,"4/12/2018","Single Family Residential","14920 Cadillac Ct","Sylmar","CA",91342,702400,4,3,2316,7909,2006,764,34.3098385,-118.4578133,14,2,275,NA
"10322",91342,"4/12/2018","Single Family Residential","14920 Cadillac Ct","Sylmar","CA",91342,702400,4,3,2316,7909,2006,764,34.3098385,-118.4578133,14,1,275,NA
"10323",91342,"3/22/2018","Single Family Residential","11523 Bonham Ave","Lakeview Terrace","CA",91342,639500,4,2,1813,12135,1964,785,34.2794444,-118.3767598,56,2,275,NA
"10324",91342,"3/22/2018","Single Family Residential","11523 Bonham Ave","Lakeview Terrace","CA",91342,639500,4,2,1813,12135,1964,785,34.2794444,-118.3767598,56,1,275,NA
"10325",91342,"2/6/2019","Single Family Residential","13350 Gladstone Ave","Sylmar","CA",91342,847300,4,2,3225,22215,1947,464,34.3143761,-118.4320776,73,2,275,NA
"10326",91342,"2/6/2019","Single Family Residential","13350 Gladstone Ave","Sylmar","CA",91342,847300,4,2,3225,22215,1947,464,34.3143761,-118.4320776,73,1,275,NA
"10327",91342,"9/14/2018","Single Family Residential","12547 Hunnewell Ave","Sylmar","CA",91342,778200,4,3.5,2465,10975,2013,609,34.2978646,-118.4164244,7,2,275,NA
"10328",91342,"9/14/2018","Single Family Residential","12547 Hunnewell Ave","Sylmar","CA",91342,778200,4,3.5,2465,10975,2013,609,34.2978646,-118.4164244,7,1,275,NA
"10329",91342,"4/5/2018","Single Family Residential","13555 Via Santa Maria","Sylmar","CA",91342,566100,4,2.5,1753,1249351,2000,771,34.3179453,-118.3993959,20,2,275,NA
"10330",91342,"4/5/2018","Single Family Residential","13555 Via Santa Maria","Sylmar","CA",91342,566100,4,2.5,1753,1249351,2000,771,34.3179453,-118.3993959,20,1,275,NA
"10331",91342,"8/25/2017","Single Family Residential","14334 Senda De Anika","Sylmar","CA",91342,506900,4,3,1766,3714,2007,994,34.3171292,-118.4448996,13,2,275,NA
"10332",91342,"8/25/2017","Single Family Residential","14334 Senda De Anika","Sylmar","CA",91342,506900,4,3,1766,3714,2007,994,34.3171292,-118.4448996,13,1,275,NA
"10333",91342,"4/16/2019","Single Family Residential","14459 Tyler St","Sylmar","CA",91342,716400,4,4,1966,17917,1929,395,34.3151253,-118.4482579,91,2,275,NA
"10334",91342,"4/16/2019","Single Family Residential","14459 Tyler St","Sylmar","CA",91342,716400,4,4,1966,17917,1929,395,34.3151253,-118.4482579,91,1,275,NA
"10335",91342,"7/30/2018","Single Family Residential","15115 Roxford St #123","Sylmar","CA",91342,520800,4,2.5,1840,96750,2003,655,34.3195841,-118.4633198,17,2,275,NA
"10336",91342,"7/30/2018","Single Family Residential","15115 Roxford St #123","Sylmar","CA",91342,520800,4,2.5,1840,96750,2003,655,34.3195841,-118.4633198,17,1,275,NA
"10337",91342,"2/5/2018","Single Family Residential","13776 De Garmo Ave","Sylmar","CA",91342,728600,4,2,2361,17527,1977,830,34.3220725,-118.4710903,43,2,275,NA
"10338",91342,"2/5/2018","Single Family Residential","13776 De Garmo Ave","Sylmar","CA",91342,728600,4,2,2361,17527,1977,830,34.3220725,-118.4710903,43,1,275,NA
"10339",91342,"11/16/2017","Single Family Residential","15100 Monte St","Sylmar","CA",91342,631400,4,3,1923,11148,1980,911,34.3218006,-118.4626954,40,2,275,NA
"10340",91342,"11/16/2017","Single Family Residential","15100 Monte St","Sylmar","CA",91342,631400,4,3,1923,11148,1980,911,34.3218006,-118.4626954,40,1,275,NA
"10341",91342,"3/13/2019","Single Family Residential","14014 Carol Ln","Sylmar","CA",91342,592900,4,2.5,2249,5699,2006,429,34.3201711,-118.4824046,14,2,275,NA
"10342",91342,"3/13/2019","Single Family Residential","14014 Carol Ln","Sylmar","CA",91342,592900,4,2.5,2249,5699,2006,429,34.3201711,-118.4824046,14,1,275,NA
"10343",91342,"4/9/2020","Single Family Residential","10447 Arnwood Rd","Lakeview Terrace","CA",91342,815000,4,3,1756,11351,1960,36,34.2763236,-118.3566273,60,2,275,NA
"10344",91342,"4/9/2020","Single Family Residential","10447 Arnwood Rd","Lakeview Terrace","CA",91342,815000,4,3,1756,11351,1960,36,34.2763236,-118.3566273,60,1,275,NA
"10345",91342,"3/26/2019","Single Family Residential","10454 Jimenez St","Lakeview Terrace","CA",91342,760500,4,3.25,2547,11317,1956,416,34.2752843,-118.3579056,64,2,275,NA
"10346",91342,"3/26/2019","Single Family Residential","10454 Jimenez St","Lakeview Terrace","CA",91342,760500,4,3.25,2547,11317,1956,416,34.2752843,-118.3579056,64,1,275,NA
"10347",91342,"6/5/2018","Single Family Residential","13752 Aldergrove St","Sylmar","CA",91342,705400,4,2.75,3044,7500,1994,710,34.3263755,-118.4334238,26,2,275,NA
"10348",91342,"6/5/2018","Single Family Residential","13752 Aldergrove St","Sylmar","CA",91342,705400,4,2.75,3044,7500,1994,710,34.3263755,-118.4334238,26,1,275,NA
"10349",91342,"9/10/2019","Single Family Residential","13546 Via Santa Clara","Sylmar","CA",91342,559400,4,3,1773,1249351,1999,248,34.3180255,-118.4000739,21,2,275,NA
"10350",91342,"9/10/2019","Single Family Residential","13546 Via Santa Clara","Sylmar","CA",91342,559400,4,3,1773,1249351,1999,248,34.3180255,-118.4000739,21,1,275,NA
"10351",91342,"3/2/2020","Single Family Residential","14123 Saddletree Ct","Sylmar","CA",91342,751000,4,3,2599,6558,2000,74,34.3230516,-118.4844118,20,2,275,NA
"10352",91342,"3/2/2020","Single Family Residential","14123 Saddletree Ct","Sylmar","CA",91342,751000,4,3,2599,6558,2000,74,34.3230516,-118.4844118,20,1,275,NA
"10353",91342,"6/7/2018","Single Family Residential","12230 Brookmont Ave","Sylmar","CA",91342,684500,4,3,2111,19724,1998,708,34.2935599,-118.4638623,22,2,275,NA
"10354",91342,"6/7/2018","Single Family Residential","12230 Brookmont Ave","Sylmar","CA",91342,684500,4,3,2111,19724,1998,708,34.2935599,-118.4638623,22,1,275,NA
"10355",91342,"11/18/2019","Single Family Residential","12946 Hagar St","Sylmar","CA",91342,761600,4,3,2358,8064,2003,179,34.303454,-118.4148955,17,2,275,NA
"10356",91342,"11/18/2019","Single Family Residential","12946 Hagar St","Sylmar","CA",91342,761600,4,3,2358,8064,2003,179,34.303454,-118.4148955,17,1,275,NA
"10357",91342,"2/14/2020","Single Family Residential","12073 Pierce St","Sylmar","CA",91342,635000,4,3,1976,7628,1961,91,34.2799663,-118.396258,59,2,275,NA
"10358",91342,"2/14/2020","Single Family Residential","12073 Pierce St","Sylmar","CA",91342,635000,4,3,1976,7628,1961,91,34.2799663,-118.396258,59,1,275,NA
"10359",91342,"3/16/2018","Single Family Residential","14056 N CAROL Ln N","Sylmar","CA",91342,597500,4,2.25,2249,5267,2006,791,34.319157,-118.4826327,14,2,275,NA
"10360",91342,"3/16/2018","Single Family Residential","14056 N CAROL Ln N","Sylmar","CA",91342,597500,4,2.25,2249,5267,2006,791,34.319157,-118.4826327,14,1,275,NA
"10361",91342,"5/11/2018","Single Family Residential","15410 Bledsoe St","Sylmar","CA",91342,564200,4,2,2065,7573,1980,735,34.3026922,-118.4678054,40,2,275,NA
"10362",91342,"5/11/2018","Single Family Residential","15410 Bledsoe St","Sylmar","CA",91342,564200,4,2,2065,7573,1980,735,34.3026922,-118.4678054,40,1,275,NA
"10363",91342,"10/31/2018","Single Family Residential","15201 Monte St","Sylmar","CA",91342,682600,4,2,2449,11728,1964,562,34.320892,-118.4644962,56,2,275,NA
"10364",91342,"10/31/2018","Single Family Residential","15201 Monte St","Sylmar","CA",91342,682600,4,2,2449,11728,1964,562,34.320892,-118.4644962,56,1,275,NA
"10365",91342,"8/10/2017","Single Family Residential","13206 La Tierra Way","Sylmar","CA",91342,611300,4,3,2615,3588986,2001,1009,34.3113785,-118.4043155,19,2,275,NA
"10366",91342,"8/10/2017","Single Family Residential","13206 La Tierra Way","Sylmar","CA",91342,611300,4,3,2615,3588986,2001,1009,34.3113785,-118.4043155,19,1,275,NA
"10367",91342,"12/21/2018","Single Family Residential","12150 Brookmont Ave","Sylmar","CA",91342,630200,4,2.5,1967,8615,1999,511,34.2914302,-118.4621935,21,2,275,NA
"10368",91342,"12/21/2018","Single Family Residential","12150 Brookmont Ave","Sylmar","CA",91342,630200,4,2.5,1967,8615,1999,511,34.2914302,-118.4621935,21,1,275,NA
"10369",91342,"4/29/2019","Single Family Residential","12111 Vista Ranch Ave","Sylmar","CA",91342,659700,4,3,2111,5218,1998,382,34.2897864,-118.461281,22,2,275,NA
"10370",91342,"4/29/2019","Single Family Residential","12111 Vista Ranch Ave","Sylmar","CA",91342,659700,4,3,2111,5218,1998,382,34.2897864,-118.461281,22,1,275,NA
"10371",91342,"6/23/2017","Single Family Residential","13467 Wheeler Ave","Sylmar","CA",91342,598400,4,2,1761,8452,1957,1057,34.3162645,-118.4331272,63,2,275,NA
"10372",91342,"6/23/2017","Single Family Residential","13467 Wheeler Ave","Sylmar","CA",91342,598400,4,2,1761,8452,1957,1057,34.3162645,-118.4331272,63,1,275,NA
"10373",91342,"4/3/2018","Single Family Residential","13921 Olive View Dr","Sylmar","CA",91342,602800,4,2,1941,7913,1965,773,34.3250793,-118.4369832,55,2,275,NA
"10374",91342,"4/3/2018","Single Family Residential","13921 Olive View Dr","Sylmar","CA",91342,602800,4,2,1941,7913,1965,773,34.3250793,-118.4369832,55,1,275,NA
"10375",91342,"2/12/2018","Single Family Residential","13924 Aldergrove St","Sylmar","CA",91342,711400,4,3,2267,7680,1965,823,34.3261867,-118.4370973,55,2,275,NA
"10376",91342,"2/12/2018","Single Family Residential","13924 Aldergrove St","Sylmar","CA",91342,711400,4,3,2267,7680,1965,823,34.3261867,-118.4370973,55,1,275,NA
"10377",91342,"10/29/2018","Single Family Residential","13829 Aldergrove St","Sylmar","CA",91342,682600,4,2,2231,7484,1967,564,34.3266788,-118.4350666,53,2,275,NA
"10378",91342,"10/29/2018","Single Family Residential","13829 Aldergrove St","Sylmar","CA",91342,682600,4,2,2231,7484,1967,564,34.3266788,-118.4350666,53,1,275,NA
"10379",91342,"12/31/2018","Single Family Residential","13915 Herron St","Sylmar","CA",91342,537300,4,2,1853,6597,1956,501,34.306335,-118.436139,64,2,275,NA
